reporting_entity,facility_name,type,state,electricity_production_gj,electricity_production_mwh,total_scope_1_emissions_t_co2_e,total_scope_2_emissions_t_co2_e,total_emissions_t_co2_e,emission_intensity_t_co2_e_mwh,grid_connected,grid,primary_fuel,important_notes,reporting_period,reporting_year_start,reporting_year_end,abs_reference_year,source_file,facility_name_key,facility_name_canonical,facility_name_core,reporting_entity_key,primary_fuel_family,nger_row_id,candidate_power_station_name,candidate_accreditation_code,candidate_installed_capacity_mw,candidate_postcode,candidate_fuel_source,candidate_accreditation_start_date,candidate_accreditation_start_year,candidate_suspension_status,candidate_baseline_mwh,candidate_fuel_family,facility_match_method,facility_match_status,matched_power_station_name,matched_accreditation_code,matched_installed_capacity_mw,matched_postcode,matched_fuel_source,matched_accreditation_start_date,matched_accreditation_start_year,matched_suspension_status,matched_baseline_mwh,matched_fuel_family,facility_match_found,matched_is_renewable_power_station,business_entries_count,business_exits_count,employee_income_earners_count,mean_employee_income_aud,median_employee_income_aud,total_businesses_count,total_employee_income_million_aud,utilities_businesses_count
AGL ENERGY LIMITED,Hobart Landfill Generation,F,TAS,14083.0,3912.0,383.0,0.0,383.0,0.1,On,NEM,Landfill Gas,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,hobart landfill generation,hobart landfill generation,hobart landfill generation,agl energy limited,bioenergy,351,,,,,,,,,,,unmatched,unmatched_eligible,,,,,,,,,,,False,False,,,,,,,,
HYDRO-ELECTRIC CORPORATION,Bastyan Hydro Power Station,F,TAS,976362.0,271212.0,0.0,94.0,94.0,0.0,On,NEM,Hydro,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,bastyan hydro power station,bastyan hydro power station,bastyan,hydro-electric corporation,hydro,506,Bastyan,HY00TA07,79.9,7321.0,Hydro,2001-04-01,2001.0,Unsuspended,338533.0,hydro,core_name_state_fuel,matched,Bastyan,HY00TA07,79.9,7321.0,Hydro,2001-04-01 00:00:00,2001.0,Unsuspended,338533.0,hydro,True,True,,,,,,,,
HYDRO-ELECTRIC CORPORATION,Bell Bay Thermal Power Station,F,TAS,543.0,151.0,760.0,41.0,801.0,5.04,On,NEM,Gas,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,bell bay thermal power station,bell bay thermal power station,bell bay thermal,hydro-electric corporation,gas,507,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
HYDRO-ELECTRIC CORPORATION,Butlers Gorge Hydro Power Station,F,TAS,169404.0,47057.0,0.0,0.0,0.0,0.0,On,NEM,Hydro,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,butlers gorge hydro power station,butlers gorge hydro power station,butlers gorge,hydro-electric corporation,hydro,508,Butlers Gorge,HY00TA08,14.4,7030.0,Hydro,2001-04-01,2001.0,Unsuspended,59015.0,hydro,core_name_state_fuel,matched,Butlers Gorge,HY00TA08,14.4,7030.0,Hydro,2001-04-01 00:00:00,2001.0,Unsuspended,59015.0,hydro,True,True,,,,,,,,
HYDRO-ELECTRIC CORPORATION,Catagunya Hydro Power Station,F,TAS,805018.0,223616.0,15015.0,17.0,15032.0,0.07,On,NEM,Hydro,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,catagunya hydro power station,catagunya hydro power station,catagunya,hydro-electric corporation,hydro,509,Catagunya,HY00TA09,48.0,7140.0,Hydro,2001-04-01,2001.0,Unsuspended,218794.0,hydro,core_name_state_fuel,matched,Catagunya,HY00TA09,48.0,7140.0,Hydro,2001-04-01 00:00:00,2001.0,Unsuspended,218794.0,hydro,True,True,,,,,,,,
HYDRO-ELECTRIC CORPORATION,Cethana Hydro Power Station,F,TAS,611375.0,169826.0,0.0,103.0,103.0,0.0,On,NEM,Hydro,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,cethana hydro power station,cethana hydro power station,cethana,hydro-electric corporation,hydro,510,Cethana,HY00TA10,85.0,7306.0,Hydro,2001-04-01,2001.0,Unsuspended,389482.0,hydro,core_name_state_fuel,matched,Cethana,HY00TA10,85.0,7306.0,Hydro,2001-04-01 00:00:00,2001.0,Unsuspended,389482.0,hydro,True,True,,,,,,,,
HYDRO-ELECTRIC CORPORATION,Cluny Hydro Power Station,F,TAS,270139.0,75039.0,0.0,9.0,9.0,0.0,On,NEM,Hydro,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,cluny hydro power station,cluny hydro power station,cluny,hydro-electric corporation,hydro,511,Cluny,HY00TA11,22.0,7140.0,Hydro,2001-04-01,2001.0,Unsuspended,83851.0,hydro,core_name_state_fuel,matched,Cluny,HY00TA11,22.0,7140.0,Hydro,2001-04-01 00:00:00,2001.0,Unsuspended,83851.0,hydro,True,True,,,,,,,,
HYDRO-ELECTRIC CORPORATION,Devils Gate Hydro Power Station,F,TAS,814361.0,226211.0,0.0,15.0,15.0,0.0,On,NEM,Hydro,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,devils gate hydro power station,devils gate hydro power station,devils gate,hydro-electric corporation,hydro,512,Devils Gate,HY00TA12,63.5,7306.0,Hydro,2001-04-01,2001.0,Unsuspended,284695.0,hydro,core_name_state_fuel,matched,Devils Gate,HY00TA12,63.5,7306.0,Hydro,2001-04-01 00:00:00,2001.0,Unsuspended,284695.0,hydro,True,True,,,,,,,,
HYDRO-ELECTRIC CORPORATION,Fisher Hydro Power Station,F,TAS,594628.0,165174.0,0.0,0.0,0.0,0.0,On,NEM,Hydro,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,fisher hydro power station,fisher hydro power station,fisher,hydro-electric corporation,hydro,513,Fisher,HY00TA03,43.2,7306.0,Hydro,2001-04-01,2001.0,Unsuspended,211526.0,hydro,core_name_state_fuel,matched,Fisher,HY00TA03,43.2,7306.0,Hydro,2001-04-01 00:00:00,2001.0,Unsuspended,211526.0,hydro,True,True,,,,,,,,
HYDRO-ELECTRIC CORPORATION,Flinders Island Power Station,F,TAS,13222.0,3673.0,2498.0,2.0,2500.0,0.68,Off,Off-grid,Wind/Diesel,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,flinders island power station,flinders island power station,flinders island,hydro-electric corporation,wind,514,Flinders Island Wind Farm - TAS,WD00TA07,0.3,7255.0,Wind,2012-08-31,2012.0,Unsuspended,0.0,wind,core_name_state_fuel,matched,Flinders Island Wind Farm - TAS,WD00TA07,0.3,7255.0,Wind,2012-08-31 00:00:00,2012.0,Unsuspended,0.0,wind,True,True,,,,,,,,
HYDRO-ELECTRIC CORPORATION,George Town (Temp Diesel),F,TAS,31595.0,8776.0,6160.0,3.0,6163.0,0.7,On,NEM,Diesel,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,george town temp diesel,george town temp diesel,george town temp diesel,hydro-electric corporation,liquid_fuel,515,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
HYDRO-ELECTRIC CORPORATION,Gordon Hydro Power Station,F,TAS,5003528.0,1389869.0,0.0,152.0,152.0,0.0,On,NEM,Hydro,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,gordon hydro power station,gordon hydro power station,gordon,hydro-electric corporation,hydro,516,Gordon,HY00TA01,432.0,7139.0,Hydro,2001-04-01,2001.0,Unsuspended,1239971.0,hydro,core_name_state_fuel,matched,Gordon,HY00TA01,432.0,7139.0,Hydro,2001-04-01 00:00:00,2001.0,Unsuspended,1239971.0,hydro,True,True,,,,,,,,
HYDRO-ELECTRIC CORPORATION,John Butters Hydro Power Station,F,TAS,1344498.0,373472.0,0.0,203.0,203.0,0.0,On,NEM,Hydro,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,john butters hydro power station,john butters hydro power station,john butters,hydro-electric corporation,hydro,517,John Butters,HY00TA13,144.0,7000.0,Hydro,2001-04-01,2001.0,Unsuspended,522831.0,hydro,core_name_state_fuel,matched,John Butters,HY00TA13,144.0,7000.0,Hydro,2001-04-01 00:00:00,2001.0,Unsuspended,522831.0,hydro,True,True,,,,,,,,
HYDRO-ELECTRIC CORPORATION,King Island Power Station,F,TAS,46703.0,12973.0,4466.0,3.0,4469.0,0.34,Off,Off-grid,Wind/Diesel,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,king island power station,king island power station,king island,hydro-electric corporation,wind,518,,,,,,,,,,,unmatched,unmatched_eligible,,,,,,,,,,,False,False,,,,,,,,
HYDRO-ELECTRIC CORPORATION,Lake Echo Hydro Power Station,F,TAS,378203.0,105056.0,0.0,11.0,11.0,0.0,On,NEM,Hydro,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,lake echo hydro power station,lake echo hydro power station,lake echo,hydro-electric corporation,hydro,519,Lake Echo,HY00TA14,32.4,7140.0,Hydro,2001-04-01,2001.0,Unsuspended,68363.0,hydro,core_name_state_fuel,matched,Lake Echo,HY00TA14,32.4,7140.0,Hydro,2001-04-01 00:00:00,2001.0,Unsuspended,68363.0,hydro,True,True,,,,,,,,
HYDRO-ELECTRIC CORPORATION,Lake Margaret Lower Hydro Power station,F,TAS,55477.0,15410.0,0.0,1.0,1.0,0.0,On,NEM,Hydro,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,lake margaret lower hydro power station,lake margaret lower hydro power station,lake margaret lower,hydro-electric corporation,hydro,520,,,,,,,,,,,unmatched,unmatched_eligible,,,,,,,,,,,False,False,,,,,,,,
HYDRO-ELECTRIC CORPORATION,Lake Margaret Upper Hydro Power Station,F,TAS,152031.0,42231.0,0.0,3.0,3.0,0.0,On,NEM,Hydro,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,lake margaret upper hydro power station,lake margaret upper hydro power station,lake margaret upper,hydro-electric corporation,hydro,521,,,,,,,,,,,unmatched,unmatched_eligible,,,,,,,,,,,False,False,,,,,,,,
HYDRO-ELECTRIC CORPORATION,Lemonthyme Hydro Power Station,F,TAS,810358.0,225099.0,0.0,36.0,36.0,0.0,On,NEM,Hydro,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,lemonthyme hydro power station,lemonthyme hydro power station,lemonthyme,hydro-electric corporation,hydro,522,Lemonthyme,HY00TA16,51.0,7304.0,Hydro,2001-04-01,2001.0,Unsuspended,289305.0,hydro,core_name_state_fuel,matched,Lemonthyme,HY00TA16,51.0,7304.0,Hydro,2001-04-01 00:00:00,2001.0,Unsuspended,289305.0,hydro,True,True,,,,,,,,
HYDRO-ELECTRIC CORPORATION,Liapootah Hydro Power Station,F,TAS,1371491.0,380970.0,0.0,287.0,287.0,0.0,On,NEM,Hydro,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,liapootah hydro power station,liapootah hydro power station,liapootah,hydro-electric corporation,hydro,523,Liapootah,HY00TA04,87.3,7140.0,Hydro,2001-04-01,2001.0,Unsuspended,405158.0,hydro,core_name_state_fuel,matched,Liapootah,HY00TA04,87.3,7140.0,Hydro,2001-04-01 00:00:00,2001.0,Unsuspended,405158.0,hydro,True,True,,,,,,,,
HYDRO-ELECTRIC CORPORATION,Mackintosh Hydro Power Station,F,TAS,970421.0,269561.0,0.0,280.0,280.0,0.0,On,NEM,Hydro,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,mackintosh hydro power station,mackintosh hydro power station,mackintosh,hydro-electric corporation,hydro,524,Mackintosh,HY00TA17,79.9,7321.0,Hydro,2001-04-01,2001.0,Unsuspended,329485.0,hydro,core_name_state_fuel,matched,Mackintosh,HY00TA17,79.9,7321.0,Hydro,2001-04-01 00:00:00,2001.0,Unsuspended,329485.0,hydro,True,True,,,,,,,,
HYDRO-ELECTRIC CORPORATION,Meadowbank Hydro Power Station,F,TAS,370684.0,102968.0,9979.0,30.0,10009.0,0.1,On,NEM,Hydro,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,meadowbank hydro power station,meadowbank hydro power station,meadowbank,hydro-electric corporation,hydro,525,Meadowbank,HY00TA18,40.0,7140.0,Hydro,2001-04-01,2001.0,Unsuspended,167008.0,hydro,core_name_state_fuel,matched,Meadowbank,HY00TA18,40.0,7140.0,Hydro,2001-04-01 00:00:00,2001.0,Unsuspended,167008.0,hydro,True,True,,,,,,,,
HYDRO-ELECTRIC CORPORATION,Paloona Hydro Power Station,F,TAS,360020.0,100006.0,0.0,12.0,12.0,0.0,On,NEM,Hydro,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,paloona hydro power station,paloona hydro power station,paloona,hydro-electric corporation,hydro,526,Paloona,HY00TA19,28.0,7306.0,Hydro,2001-04-01,2001.0,Unsuspended,123660.0,hydro,core_name_state_fuel,matched,Paloona,HY00TA19,28.0,7306.0,Hydro,2001-04-01 00:00:00,2001.0,Unsuspended,123660.0,hydro,True,True,,,,,,,,
HYDRO-ELECTRIC CORPORATION,Parangana Hydro Power Station,F,TAS,7916.0,2199.0,0.0,0.0,0.0,0.0,On,NEM,Hydro,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,parangana hydro power station,parangana hydro power station,parangana,hydro-electric corporation,hydro,527,,,,,,,,,,,unmatched,unmatched_eligible,,,,,,,,,,,False,False,,,,,,,,
HYDRO-ELECTRIC CORPORATION,Poatina Hydro Power Station,F,TAS,4523235.0,1256454.0,0.0,782.0,782.0,0.0,On,NEM,Hydro,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,poatina hydro power station,poatina hydro power station,poatina,hydro-electric corporation,hydro,528,Poatina,HY00TA06,327.0,7302.0,Hydro,2001-04-01,2001.0,Unsuspended,1033831.0,hydro,core_name_state_fuel,matched,Poatina,HY00TA06,327.0,7302.0,Hydro,2001-04-01 00:00:00,2001.0,Unsuspended,1033831.0,hydro,True,True,,,,,,,,
HYDRO-ELECTRIC CORPORATION,Port Latta (Temp Diesel),F,TAS,19236.0,5343.0,3884.0,3.0,3887.0,0.73,On,NEM,Diesel,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,port latta temp diesel,port latta temp diesel,port latta temp diesel,hydro-electric corporation,liquid_fuel,529,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
HYDRO-ELECTRIC CORPORATION,Que River (Temp Diesel),F,TAS,23521.0,6534.0,5065.0,5.0,5070.0,0.78,On,NEM,Diesel,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,que river temp diesel,que river temp diesel,que river temp diesel,hydro-electric corporation,liquid_fuel,530,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
HYDRO-ELECTRIC CORPORATION,Reece Hydro Power Station,F,TAS,2736735.0,760204.0,0.0,1593.0,1593.0,0.0,On,NEM,Hydro,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,reece hydro power station,reece hydro power station,reece,hydro-electric corporation,hydro,531,Reece,HY00TA20,231.2,7321.0,Hydro,2001-04-01,2001.0,Unsuspended,910156.0,hydro,core_name_state_fuel,matched,Reece,HY00TA20,231.2,7321.0,Hydro,2001-04-01 00:00:00,2001.0,Unsuspended,910156.0,hydro,True,True,,,,,,,,
HYDRO-ELECTRIC CORPORATION,Repulse Hydro Power Station,F,TAS,455516.0,126532.0,0.0,6.0,6.0,0.0,On,NEM,Hydro,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,repulse hydro power station,repulse hydro power station,repulse,hydro-electric corporation,hydro,532,Repulse,HY00TA15,28.0,7140.0,Hydro,2001-04-01,2001.0,Unsuspended,141351.0,hydro,core_name_state_fuel,matched,Repulse,HY00TA15,28.0,7140.0,Hydro,2001-04-01 00:00:00,2001.0,Unsuspended,141351.0,hydro,True,True,,,,,,,,
HYDRO-ELECTRIC CORPORATION,Rowallan Hydro Power Station,F,TAS,105014.0,29171.0,0.0,0.0,0.0,0.0,On,NEM,Hydro,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,rowallan hydro power station,rowallan hydro power station,rowallan,hydro-electric corporation,hydro,533,Rowallan,HY00TA21,10.45,7306.0,Hydro,2001-04-01,2001.0,Unsuspended,34407.0,hydro,core_name_state_fuel,matched,Rowallan,HY00TA21,10.45,7306.0,Hydro,2001-04-01 00:00:00,2001.0,Unsuspended,34407.0,hydro,True,True,,,,,,,,
HYDRO-ELECTRIC CORPORATION,Tamar Valley Power Station,F,TAS,2811111.0,780864.0,357888.0,965.0,358853.0,0.46,On,NEM,Gas,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,tamar valley power station,tamar valley power station,tamar valley,hydro-electric corporation,gas,534,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
HYDRO-ELECTRIC CORPORATION,Tarraleah Hydro Power Station,F,TAS,1613976.0,448327.0,0.0,61.0,61.0,0.0,On,NEM,Hydro,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,tarraleah hydro power station,tarraleah hydro power station,tarraleah,hydro-electric corporation,hydro,535,Tarraleah,HY00TA22,90.0,7140.0,Hydro,2001-04-01,2001.0,Unsuspended,508270.0,hydro,core_name_state_fuel,matched,Tarraleah,HY00TA22,90.0,7140.0,Hydro,2001-04-01 00:00:00,2001.0,Unsuspended,508270.0,hydro,True,True,,,,,,,,
HYDRO-ELECTRIC CORPORATION,Tods Corner Hydro Power Station,F,TAS,9085.0,2524.0,0.0,3.0,3.0,0.0,On,NEM,Hydro,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,tods corner hydro power station,tods corner hydro power station,tods corner,hydro-electric corporation,hydro,536,Tods Corner,HYMITA03,1.6,7302.0,Hydro,2001-04-01,2001.0,Unsuspended,5939.0,hydro,core_name_state_fuel,matched,Tods Corner,HYMITA03,1.6,7302.0,Hydro,2001-04-01 00:00:00,2001.0,Unsuspended,5939.0,hydro,True,True,,,,,,,,
HYDRO-ELECTRIC CORPORATION,Trevallyn Hydro Power Station,F,TAS,1372595.0,381276.0,0.0,44.0,44.0,0.0,On,NEM,Hydro,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,trevallyn hydro power station,trevallyn hydro power station,trevallyn,hydro-electric corporation,hydro,537,Trevallyn,HY00TA05,83.6,7250.0,Hydro,2001-04-01,2001.0,Unsuspended,430514.0,hydro,core_name_state_fuel,matched,Trevallyn,HY00TA05,83.6,7250.0,Hydro,2001-04-01 00:00:00,2001.0,Unsuspended,430514.0,hydro,True,True,,,,,,,,
HYDRO-ELECTRIC CORPORATION,Tribute Hydro Power Station,F,TAS,656992.0,182498.0,0.0,39.0,39.0,0.0,On,NEM,Hydro,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,tribute hydro power station,tribute hydro power station,tribute,hydro-electric corporation,hydro,538,Tribute,HY00TA23,82.8,7321.0,Hydro,2001-04-01,2001.0,Unsuspended,184457.0,hydro,core_name_state_fuel,matched,Tribute,HY00TA23,82.8,7321.0,Hydro,2001-04-01 00:00:00,2001.0,Unsuspended,184457.0,hydro,True,True,,,,,,,,
HYDRO-ELECTRIC CORPORATION,Tungatinah Hydro Power Station,F,TAS,1831827.0,508841.0,0.0,94.0,94.0,0.0,On,NEM,Hydro,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,tungatinah hydro power station,tungatinah hydro power station,tungatinah,hydro-electric corporation,hydro,539,Tungatinah,HY00TA02,125.0,7140.0,Hydro,2001-04-01,2001.0,Unsuspended,492035.0,hydro,core_name_state_fuel,matched,Tungatinah,HY00TA02,125.0,7140.0,Hydro,2001-04-01 00:00:00,2001.0,Unsuspended,492035.0,hydro,True,True,,,,,,,,
HYDRO-ELECTRIC CORPORATION,Wayatinah Hydro Power Station,F,TAS,799235.0,222010.0,0.0,4.0,4.0,0.0,On,NEM,Hydro,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,wayatinah hydro power station,wayatinah hydro power station,wayatinah,hydro-electric corporation,hydro,540,Wayatinah,HY00TA24,38.3,7140.0,Hydro,2001-04-01,2001.0,Unsuspended,243523.0,hydro,core_name_state_fuel,matched,Wayatinah,HY00TA24,38.3,7140.0,Hydro,2001-04-01 00:00:00,2001.0,Unsuspended,243523.0,hydro,True,True,,,,,,,,
HYDRO-ELECTRIC CORPORATION,Wilmot Hydro Power Station,F,TAS,371141.0,103095.0,0.0,28.0,28.0,0.0,On,NEM,Hydro,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,wilmot hydro power station,wilmot hydro power station,wilmot,hydro-electric corporation,hydro,541,Wilmot,HY00TA25,30.6,7306.0,Hydro,2001-04-01,2001.0,Unsuspended,122432.0,hydro,core_name_state_fuel,matched,Wilmot,HY00TA25,30.6,7306.0,Hydro,2001-04-01 00:00:00,2001.0,Unsuspended,122432.0,hydro,True,True,,,,,,,,
LMS ENERGY PTY LTD,Remount Renewable Energy Facility,F,TAS,44237.0,12288.0,705.0,0.0,705.0,0.06,On,NEM,Landfill Gas,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,remount renewable energy facility,remount renewable energy facility,remount facility,lms energy pty ltd,bioenergy,571,,,,,,,,,,,unmatched,unmatched_eligible,,,,,,,,,,,False,False,,,,,,,,
SHENHUA CLEAN ENERGY HOLDINGS PTY LIMITED                                                           ,Musselroe Wind Farm Pty Ltd,F,TAS,1958343.0,543984.0,159.0,1747.0,1906.0,0.0,On,NEM,Wind,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,musselroe wind farm pty ltd,musselroe wind farm,musselroe,shenhua clean energy holdings pty limited,wind,702,Musselroe Wind Farm - TAS,WD00TA08,168.0,7264.0,Wind,2013-04-23,2013.0,Unsuspended,0.0,wind,canonical_name_state,matched,Musselroe Wind Farm - TAS,WD00TA08,168.0,7264.0,Wind,2013-04-23 00:00:00,2013.0,Unsuspended,0.0,wind,True,True,,,,,,,,
SHENHUA CLEAN ENERGY HOLDINGS PTY LIMITED                                                           ,Woolnorth Bluff point Wind Farm Pty Ltd,F,TAS,845275.0,234799.0,84.0,1565.0,1649.0,0.0,On,NEM,Wind,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,woolnorth bluff point wind farm pty ltd,woolnorth bluff point wind farm,woolnorth bluff point,shenhua clean energy holdings pty limited,wind,703,,,,,,,,,,,unmatched,unmatched_eligible,,,,,,,,,,,False,False,,,,,,,,
SHENHUA CLEAN ENERGY HOLDINGS PTY LIMITED                                                           ,Woolnorth Studland Bay Wind Farm Pty Ltd,F,TAS,976551.0,271264.0,85.0,1805.0,1890.0,0.0,On,NEM,Wind,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,woolnorth studland bay wind farm pty ltd,woolnorth studland bay wind farm,woolnorth studland bay,shenhua clean energy holdings pty limited,wind,704,Woolnorth Studland Bay,WD00TA04,75.0,7330.0,Wind,2007-01-30,2007.0,Unsuspended,0.0,wind,core_name_state_fuel,matched,Woolnorth Studland Bay,WD00TA04,75.0,7330.0,Wind,2007-01-30 00:00:00,2007.0,Unsuspended,0.0,wind,True,True,,,,,,,,
TASMANIAN IRRIGATION PTY LTD,Midlands Power Station,F,TAS,125687.0,34913.0,0.0,0.0,0.0,0.0,On,NEM,Hydro,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,midlands power station,midlands power station,midlands,tasmanian irrigation pty ltd,hydro,726,,,,,,,,,,,unmatched,unmatched_eligible,,,,,,,,,,,False,False,,,,,,,,
ACCIONA ENERGY OCEANIA PTY. LTD.,Waubra Wind Farm,F,VIC,2352139.0,653372.0,93.0,950.0,1043.0,0.0,On,NEM,Wind,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,waubra wind farm,waubra wind farm,waubra,acciona energy oceania pty. ltd.,wind,334,Waubra Wind Farm - VIC,WD00VC09,192.0,3352.0,Wind,2009-03-10,2009.0,Unsuspended,0.0,wind,canonical_name_state,matched,Waubra Wind Farm - VIC,WD00VC09,192.0,3352.0,Wind,2009-03-10 00:00:00,2009.0,Unsuspended,0.0,wind,True,True,,,,,,,,
AGL ENERGY LIMITED,Banimboola Hydro,F,VIC,170057.0,47238.0,0.0,5.0,5.0,0.0,On,NEM,Hydro,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,banimboola hydro,banimboola hydro,banimboola,agl energy limited,hydro,335,Banimboola Hydro,HY00VC07,12.85,3701.0,Hydro,2005-11-23,2005.0,Unsuspended,0.0,hydro,exact_name_state,matched,Banimboola Hydro,HY00VC07,12.85,3701.0,Hydro,2005-11-23 00:00:00,2005.0,Unsuspended,0.0,hydro,True,True,,,,,,,,
AGL ENERGY LIMITED,Bogong Power Station,F,VIC,263335.0,73149.0,83.0,873.0,956.0,0.0,On,NEM,Hydro,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,bogong power station,bogong power station,bogong,agl energy limited,hydro,337,Bogong Hydro - VIC,HY00VC08,147.6,3699.0,Hydro,2009-10-05,2009.0,Unsuspended,0.0,hydro,core_name_state_fuel,matched,Bogong Hydro - VIC,HY00VC08,147.6,3699.0,Hydro,2009-10-05 00:00:00,2009.0,Unsuspended,0.0,hydro,True,True,,,,,,,,
AGL ENERGY LIMITED,Clover Hydro,F,VIC,164536.0,45704.0,3.0,207.0,210.0,0.0,On,NEM,Hydro,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,clover hydro,clover hydro,clover,agl energy limited,hydro,340,Clover,HY00VC04,24.0,3000.0,Hydro,2001-04-01,2001.0,Unsuspended,63334.0,hydro,core_name_state_fuel,matched,Clover,HY00VC04,24.0,3000.0,Hydro,2001-04-01 00:00:00,2001.0,Unsuspended,63334.0,hydro,True,True,,,,,,,,
AGL ENERGY LIMITED,Dartmouth Hydro,F,VIC,1829104.0,508084.0,0.0,183.0,183.0,0.0,On,NEM,Hydro,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,dartmouth hydro,dartmouth hydro,dartmouth,agl energy limited,hydro,343,Dartmouth,HY00VC05,150.0,3701.0,Hydro,2001-06-20,2001.0,Unsuspended,231228.0,hydro,core_name_state_fuel,matched,Dartmouth,HY00VC05,150.0,3701.0,Hydro,2001-06-20 00:00:00,2001.0,Unsuspended,231228.0,hydro,True,True,,,,,,,,
AGL ENERGY LIMITED,Eildon Hydro,F,VIC,551464.0,153184.0,27.0,998.0,1025.0,0.0,On,NEM,Hydro,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,eildon hydro,eildon hydro,eildon,agl energy limited,hydro,344,Eildon Power Station,HY00VC06,135.0,3713.0,Hydro,2001-06-20,2001.0,Unsuspended,197259.0,hydro,core_name_state_fuel,matched,Eildon Power Station,HY00VC06,135.0,3713.0,Hydro,2001-06-20 00:00:00,2001.0,Unsuspended,197259.0,hydro,True,True,,,,,,,,
