reporting_entity,facility_name,type,state,electricity_production_gj,electricity_production_mwh,total_scope_1_emissions_t_co2_e,total_scope_2_emissions_t_co2_e,total_emissions_t_co2_e,emission_intensity_t_co2_e_mwh,grid_connected,grid,primary_fuel,important_notes,reporting_period,reporting_year_start,reporting_year_end,abs_reference_year,source_file,facility_name_key,facility_name_canonical,facility_name_core,reporting_entity_key,primary_fuel_family,nger_row_id,candidate_power_station_name,candidate_accreditation_code,candidate_installed_capacity_mw,candidate_postcode,candidate_fuel_source,candidate_accreditation_start_date,candidate_accreditation_start_year,candidate_suspension_status,candidate_baseline_mwh,candidate_fuel_family,facility_match_method,facility_match_status,matched_power_station_name,matched_accreditation_code,matched_installed_capacity_mw,matched_postcode,matched_fuel_source,matched_accreditation_start_date,matched_accreditation_start_year,matched_suspension_status,matched_baseline_mwh,matched_fuel_family,facility_match_found,matched_is_renewable_power_station,business_entries_count,business_exits_count,employee_income_earners_count,mean_employee_income_aud,median_employee_income_aud,total_businesses_count,total_employee_income_million_aud,utilities_businesses_count
ORIGIN ENERGY LIMITED,University of NSW,F,NSW,3311.0,920.0,482.0,36.0,518.0,0.52,On,NEM,Gas,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,university of nsw,university of,university of,origin energy limited,gas,3470,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,143465.0,105636.0,4328284.0,74232.0,58972.0,854727.0,321298.7,2739.0
ORIGIN ENERGY LIMITED,Uranquinty Power Station,F,NSW,1252945.0,348040.0,196371.0,4772.0,201143.0,0.56,On,NEM,Gas,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,uranquinty power station,uranquinty power station,uranquinty,origin energy limited,gas,3471,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,143465.0,105636.0,4328284.0,74232.0,58972.0,854727.0,321298.7,2739.0
PEAK RENEWABLES HOLDINGS PTY LTD,Burrinjuck Hydro,F,NSW,752338.0,208983.0,15.0,2.0,17.0,0.0,On,NEM,Hydro,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,burrinjuck hydro,burrinjuck hydro,burrinjuck,peak renewables holdings pty ltd,hydro,3485,Burrinjuck Power Station,HYMINS03,34.0,2582.0,Hydro,2001-04-01,2001.0,Unsuspended,28618.0,hydro,core_name_state_fuel,matched,Burrinjuck Power Station,HYMINS03,34.0,2582.0,Hydro,2001-04-01 00:00:00,2001.0,Unsuspended,28618.0,hydro,True,True,143465.0,105636.0,4328284.0,74232.0,58972.0,854727.0,321298.7,2739.0
PEAK RENEWABLES HOLDINGS PTY LTD,Hume Hydro,F,NSW,730473.0,202909.0,42.0,155.0,197.0,0.0,On,NEM,Hydro,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,hume hydro,hume hydro,hume,peak renewables holdings pty ltd,hydro,3486,Hume Power Station,HY00NS01,58.0,2640.0,Hydro,2001-04-01,2001.0,Unsuspended,222902.0,hydro,core_name_state_fuel,matched,Hume Power Station,HY00NS01,58.0,2640.0,Hydro,2001-04-01 00:00:00,2001.0,Unsuspended,222902.0,hydro,True,True,143465.0,105636.0,4328284.0,74232.0,58972.0,854727.0,321298.7,2739.0
PEAK RENEWABLES HOLDINGS PTY LTD,Keepit Hydro,F,NSW,73254.0,20348.0,10.0,0.0,10.0,0.0,On,NEM,Hydro,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,keepit hydro,keepit hydro,keepit,peak renewables holdings pty ltd,hydro,3487,Keepit Power Station,HYMINS04,7.2,2340.0,Hydro,2001-04-01,2001.0,Unsuspended,11189.0,hydro,core_name_state_fuel,matched,Keepit Power Station,HYMINS04,7.2,2340.0,Hydro,2001-04-01 00:00:00,2001.0,Unsuspended,11189.0,hydro,True,True,143465.0,105636.0,4328284.0,74232.0,58972.0,854727.0,321298.7,2739.0
RATCH - AUSTRALIA CORPORATION PTY LTD,Collector Wind Farm,F,NSW,1981866.0,550518.0,10.0,1376.0,1386.0,0.0,On,NEM,Solar,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,collector wind farm,collector wind farm,collector,ratch - australia corporation pty ltd,solar,3567,Collector Wind Farm - NSW,WD00NS17,226.8,2581.0,Wind,2020-11-10,2020.0,Unsuspended,0.0,wind,canonical_name_state,rejected_fuel_family_mismatch,,,,,,,,,,,False,False,143465.0,105636.0,4328284.0,74232.0,58972.0,854727.0,321298.7,2739.0
RWE RENEWABLES AUSTRALIA PTY LTD,Limondale Solar Farm,F,NSW,1820063.0,505573.0,105.0,1967.0,2072.0,0.0,On,NEM,Solar,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,limondale solar farm,limondale solar farm,limondale,rwe renewables australia pty ltd,solar,3595,,,,,,,,,,,unmatched,unmatched_eligible,,,,,,,,,,,False,False,143465.0,105636.0,4328284.0,74232.0,58972.0,854727.0,321298.7,2739.0
SANTOS LIMITED,Wilga Park Power Station,F,NSW,468328.0,130091.0,74304.0,5.0,74309.0,0.57,On,NEM,Coal Seam Methane,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,wilga park power station,wilga park power station,wilga park,santos limited,coal,3597,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,143465.0,105636.0,4328284.0,74232.0,58972.0,854727.0,321298.7,2739.0
SEBASTOPOL HOLDINGS CO PTY LTD,Sebastopol Solar Farm,F,NSW,298342.0,82873.0,9.0,0.0,9.0,0.0,On,NEM,Solar,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,sebastopol solar farm,sebastopol solar farm,sebastopol,sebastopol holdings co pty ltd,solar,3598,Sebastopol Solar Farm - Solar - NSW,SRPXNS42,110.6132,2666.0,Solar,2021-11-19,2021.0,Unsuspended,0.0,solar,canonical_name_state,matched,Sebastopol Solar Farm - Solar - NSW,SRPXNS42,110.6132,2666.0,Solar,2021-11-19 00:00:00,2021.0,Unsuspended,0.0,solar,True,True,143465.0,105636.0,4328284.0,74232.0,58972.0,854727.0,321298.7,2739.0
SNOWY HYDRO LIMITED,Colongra Power Station,F,NSW,1064543.0,295706.0,184949.0,5497.0,190446.0,0.63,On,NEM,Gas,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,colongra power station,colongra power station,colongra,snowy hydro limited,gas,3612,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,143465.0,105636.0,4328284.0,74232.0,58972.0,854727.0,321298.7,2739.0
SNOWY HYDRO LIMITED,Snowy Hydro Ltd,F,NSW,16499682.0,4583245.0,2204.0,470528.0,472732.0,0.0,On,NEM,Hydro,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,snowy hydro ltd,snowy hydro,snowy,snowy hydro limited,hydro,3615,,,,,,,,,,,unmatched,unmatched_eligible,,,,,,,,,,,False,False,143465.0,105636.0,4328284.0,74232.0,58972.0,854727.0,321298.7,2739.0
SOLAR FARM INVESTMENTS PTY LTD,Moree Solar Farm,F,NSW,415490.0,115414.0,20.0,650.0,670.0,0.0,On,NEM,Solar,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,moree solar farm,moree solar farm,moree,solar farm investments pty ltd,solar,3617,MOREE SOLAR FARM,SRPVNS46,70.1729,2400.0,Solar,2016-02-22,2016.0,Unsuspended,0.0,solar,exact_name_state,matched,MOREE SOLAR FARM,SRPVNS46,70.1729,2400.0,Solar,2016-02-22 00:00:00,2016.0,Unsuspended,0.0,solar,True,True,143465.0,105636.0,4328284.0,74232.0,58972.0,854727.0,321298.7,2739.0
SPARK INFRASTRUCTURE HOLDINGS NO. 1 PTY LIMITED,Bomen Solar Farm,F,NSW,731879.0,203300.0,49.0,655.0,704.0,0.0,On,NEM,Solar,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,bomen solar farm,bomen solar farm,bomen,spark infrastructure holdings no. 1 pty limited,solar,3618,Bomen Solar Farm - NSW,SRPVNSR0,121.5399,2650.0,Solar,2020-03-16,2020.0,Unsuspended,0.0,solar,canonical_name_state,matched,Bomen Solar Farm - NSW,SRPVNSR0,121.5399,2650.0,Solar,2020-03-16 00:00:00,2020.0,Unsuspended,0.0,solar,True,True,143465.0,105636.0,4328284.0,74232.0,58972.0,854727.0,321298.7,2739.0
SPIC PACIFIC ENERGY PTY LTD,Taralga Wind Farm,F,NSW,1073163.0,298101.0,44.0,251.0,295.0,0.0,On,NEM,Wind,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,taralga wind farm,taralga wind farm,taralga,spic pacific energy pty ltd,wind,3628,Taralga Wind Farm - NSW,WD00NS11,106.8,2580.0,Wind,2014-12-22,2014.0,Unsuspended,0.0,wind,canonical_name_state,matched,Taralga Wind Farm - NSW,WD00NS11,106.8,2580.0,Wind,2014-12-22 00:00:00,2014.0,Unsuspended,0.0,wind,True,True,143465.0,105636.0,4328284.0,74232.0,58972.0,854727.0,321298.7,2739.0
SPIC PACIFIC ENERGY PTY LTD,The Drop Hydro,F,NSW,13234.0,3676.0,0.0,0.0,0.0,0.0,On,NEM,Hydro,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,the drop hydro,the drop hydro,the drop,spic pacific energy pty ltd,hydro,3629,The Drop,HYMINS09,2.5,3644.0,Hydro,2003-02-18,2003.0,Unsuspended,0.0,hydro,core_name_state_fuel,matched,The Drop,HYMINS09,2.5,3644.0,Hydro,2003-02-18 00:00:00,2003.0,Unsuspended,0.0,hydro,True,True,143465.0,105636.0,4328284.0,74232.0,58972.0,854727.0,321298.7,2739.0
SUNRAYSIA SOLAR FARM HOLDINGS PTY LTD,Sunraysia Solar Farm,F,NSW,1318995.0,366388.0,5.0,4620.0,4625.0,0.0,On,NEM,Solar,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,sunraysia solar farm,sunraysia solar farm,sunraysia,sunraysia solar farm holdings pty ltd,solar,3638,Sunraysia Solar Farm - NSW,SRPVNSL8,255.3855,2715.0,Solar,2019-10-18,2019.0,Unsuspended,0.0,solar,canonical_name_state,matched,Sunraysia Solar Farm - NSW,SRPVNSL8,255.3855,2715.0,Solar,2019-10-18 00:00:00,2019.0,Unsuspended,0.0,solar,True,True,143465.0,105636.0,4328284.0,74232.0,58972.0,854727.0,321298.7,2739.0
SUSTAINABLE ENERGY INFRASTRUCTURE HOLDINGS PTY LIMITED,Kincumber Landfill,F,NSW,0.0,0.0,56.0,0.0,56.0,0.0,On,NEM,Landfill Gas,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,kincumber landfill,kincumber landfill,kincumber landfill,sustainable energy infrastructure holdings pty limited,bioenergy,3643,,,,,,,,,,,unmatched,unmatched_eligible,,,,,,,,,,,False,False,143465.0,105636.0,4328284.0,74232.0,58972.0,854727.0,321298.7,2739.0
SUSTAINABLE ENERGY INFRASTRUCTURE HOLDINGS PTY LIMITED,Woy Woy Landfill,F,NSW,5957.0,1655.0,133.0,0.0,133.0,0.08,On,NEM,Landfill Gas,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,woy woy landfill,woy woy landfill,woy woy landfill,sustainable energy infrastructure holdings pty limited,bioenergy,3646,,,,,,,,,,,unmatched,unmatched_eligible,,,,,,,,,,,False,False,143465.0,105636.0,4328284.0,74232.0,58972.0,854727.0,321298.7,2739.0
WHITE ROCK SOLAR FARM (HOLDING) PTY LTD,White Rock Solar Farm Pty Ltd,F,NSW,119111.0,33086.0,0.0,51.0,51.0,0.0,On,NEM,Solar,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,white rock solar farm pty ltd,white rock solar farm,white rock,white rock solar farm (holding) pty ltd,solar,3660,,,,,,,,,,,unmatched,unmatched_eligible,,,,,,,,,,,False,False,143465.0,105636.0,4328284.0,74232.0,58972.0,854727.0,321298.7,2739.0
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,McArthur River Power Station,F,NT,1026888.0,285247.0,135796.0,0.0,135796.0,0.48,Off,Off-grid,Gas,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,mcarthur river power station,mcarthur river power station,mcarthur river,ck william australia holdings pty ltd,gas,3206,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,2763.0,1920.0,134490.0,72175.0,66118.0,15731.0,9706.8,63.0
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Pine Creek A Power Station,F,NT,768448.0,213458.0,102018.0,0.0,102018.0,0.48,On,DKIS,Gas,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,pine creek a power station,pine creek a power station,pine creek a,ck william australia holdings pty ltd,gas,3211,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,2763.0,1920.0,134490.0,72175.0,66118.0,15731.0,9706.8,63.0
LMS ENERGY PTY LTD,Darwin Renewable Energy Facility,F,NT,21512.0,5976.0,462.0,0.0,462.0,0.08,On,DKIS,Landfill Gas,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,darwin renewable energy facility,darwin renewable energy facility,darwin facility,lms energy pty ltd,bioenergy,3394,,,,,,,,,,,unmatched,unmatched_eligible,,,,,,,,,,,False,False,2763.0,1920.0,134490.0,72175.0,66118.0,15731.0,9706.8,63.0
POWER AND WATER CORPORATION,Alpurrurulam (Lake Nash),F,NT,5595.0,1554.0,1148.0,0.0,1148.0,0.74,Off,Off-grid,Diesel,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,alpurrurulam lake nash,alpurrurulam lake nash,alpurrurulam lake nash,power and water corporation,liquid_fuel,3497,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,2763.0,1920.0,134490.0,72175.0,66118.0,15731.0,9706.8,63.0
POWER AND WATER CORPORATION,Amanbidgi (Kildurk),F,NT,1152.0,320.0,307.0,0.0,307.0,0.96,Off,Off-grid,Diesel,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,amanbidgi kildurk,amanbidgi kildurk,amanbidgi kildurk,power and water corporation,liquid_fuel,3498,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,2763.0,1920.0,134490.0,72175.0,66118.0,15731.0,9706.8,63.0
POWER AND WATER CORPORATION,"Ampilatwatja (Alparra, Ammaroo)",F,NT,15277.0,4244.0,2636.0,0.0,2636.0,0.62,Off,Off-grid,Diesel,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,ampilatwatja alparra ammaroo,ampilatwatja alparra ammaroo,ampilatwatja alparra ammaroo,power and water corporation,liquid_fuel,3499,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,2763.0,1920.0,134490.0,72175.0,66118.0,15731.0,9706.8,63.0
POWER AND WATER CORPORATION,Amunturangu (Mount Liebig),F,NT,3306.0,918.0,586.0,0.0,586.0,0.64,Off,Off-grid,Diesel,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,amunturangu mount liebig,amunturangu mount liebig,amunturangu mount liebig,power and water corporation,liquid_fuel,3500,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,2763.0,1920.0,134490.0,72175.0,66118.0,15731.0,9706.8,63.0
POWER AND WATER CORPORATION,Aputula (Finke),F,NT,3572.0,992.0,627.0,0.0,627.0,0.63,Off,Off-grid,Diesel,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,aputula finke,aputula finke,aputula finke,power and water corporation,liquid_fuel,3501,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,2763.0,1920.0,134490.0,72175.0,66118.0,15731.0,9706.8,63.0
POWER AND WATER CORPORATION,Areyonga (Utju),F,NT,3655.0,1016.0,653.0,0.0,653.0,0.64,Off,Off-grid,Diesel,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,areyonga utju,areyonga utju,areyonga utju,power and water corporation,liquid_fuel,3502,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,2763.0,1920.0,134490.0,72175.0,66118.0,15731.0,9706.8,63.0
POWER AND WATER CORPORATION,Atitjere (Harts Range),F,NT,3535.0,982.0,588.0,0.0,588.0,0.6,Off,Off-grid,Diesel,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,atitjere harts range,atitjere harts range,atitjere harts range,power and water corporation,liquid_fuel,3503,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,2763.0,1920.0,134490.0,72175.0,66118.0,15731.0,9706.8,63.0
POWER AND WATER CORPORATION,Borroloola Generation,F,NT,25480.0,7078.0,4296.0,0.0,4296.0,0.61,Off,Off-grid,Diesel,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,borroloola generation,borroloola generation,borroloola generation,power and water corporation,liquid_fuel,3504,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,2763.0,1920.0,134490.0,72175.0,66118.0,15731.0,9706.8,63.0
POWER AND WATER CORPORATION,Bulla Camp,F,NT,1221.0,339.0,339.0,0.0,339.0,1.0,Off,Off-grid,Diesel,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,bulla camp,bulla camp,bulla camp,power and water corporation,liquid_fuel,3505,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,2763.0,1920.0,134490.0,72175.0,66118.0,15731.0,9706.8,63.0
POWER AND WATER CORPORATION,Bulman,F,NT,4876.0,1354.0,908.0,0.0,908.0,0.67,Off,Off-grid,Diesel,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,bulman,bulman,bulman,power and water corporation,liquid_fuel,3506,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,2763.0,1920.0,134490.0,72175.0,66118.0,15731.0,9706.8,63.0
POWER AND WATER CORPORATION,Daly Waters Generation,F,NT,6688.0,1858.0,1257.0,0.0,1257.0,0.68,Off,Off-grid,Diesel,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,daly waters generation,daly waters generation,daly waters generation,power and water corporation,liquid_fuel,3507,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,2763.0,1920.0,134490.0,72175.0,66118.0,15731.0,9706.8,63.0
POWER AND WATER CORPORATION,Elliot Generation,F,NT,11657.0,3238.0,2345.0,0.0,2345.0,0.72,Off,Off-grid,Gas,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,elliot generation,elliot generation,elliot generation,power and water corporation,gas,3508,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,2763.0,1920.0,134490.0,72175.0,66118.0,15731.0,9706.8,63.0
POWER AND WATER CORPORATION,Engawala (Alcoota),F,NT,2037.0,566.0,428.0,0.0,428.0,0.76,Off,Off-grid,Diesel,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,engawala alcoota,engawala alcoota,engawala alcoota,power and water corporation,liquid_fuel,3509,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,2763.0,1920.0,134490.0,72175.0,66118.0,15731.0,9706.8,63.0
POWER AND WATER CORPORATION,Epenarra (Wutunugurra),F,NT,2978.0,827.0,664.0,0.0,664.0,0.8,Off,Off-grid,Diesel,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,epenarra wutunugurra,epenarra wutunugurra,epenarra wutunugurra,power and water corporation,liquid_fuel,3510,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,2763.0,1920.0,134490.0,72175.0,66118.0,15731.0,9706.8,63.0
POWER AND WATER CORPORATION,Eva Valley,F,NT,1374.0,381.0,321.0,0.0,321.0,0.84,Off,Off-grid,Diesel,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,eva valley,eva valley,eva valley,power and water corporation,liquid_fuel,3511,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,2763.0,1920.0,134490.0,72175.0,66118.0,15731.0,9706.8,63.0
POWER AND WATER CORPORATION,Galiwinku (Elcho Island),F,NT,30753.0,8543.0,5293.0,0.0,5293.0,0.62,Off,Off-grid,Diesel,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,galiwinku elcho island,galiwinku elcho island,galiwinku elcho island,power and water corporation,liquid_fuel,3512,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,2763.0,1920.0,134490.0,72175.0,66118.0,15731.0,9706.8,63.0
POWER AND WATER CORPORATION,Gapuwiyak (Lake Evella),F,NT,13122.0,3645.0,2252.0,0.0,2252.0,0.62,Off,Off-grid,Diesel,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,gapuwiyak lake evella,gapuwiyak lake evella,gapuwiyak lake evella,power and water corporation,liquid_fuel,3513,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,2763.0,1920.0,134490.0,72175.0,66118.0,15731.0,9706.8,63.0
POWER AND WATER CORPORATION,Gunbalanya (Oenpelli),F,NT,20811.0,5781.0,3571.0,0.0,3571.0,0.62,Off,Off-grid,Diesel,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,gunbalanya oenpelli,gunbalanya oenpelli,gunbalanya oenpelli,power and water corporation,liquid_fuel,3514,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,2763.0,1920.0,134490.0,72175.0,66118.0,15731.0,9706.8,63.0
POWER AND WATER CORPORATION,Ikuntji (Haasts Bluff),F,NT,2102.0,584.0,519.0,0.0,519.0,0.89,Off,Off-grid,Diesel,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,ikuntji haasts bluff,ikuntji haasts bluff,ikuntji haasts bluff,power and water corporation,liquid_fuel,3515,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,2763.0,1920.0,134490.0,72175.0,66118.0,15731.0,9706.8,63.0
POWER AND WATER CORPORATION,Imangara (Murray Downs),F,NT,1196.0,332.0,267.0,0.0,267.0,0.8,Off,Off-grid,Diesel,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,imangara murray downs,imangara murray downs,imangara murray downs,power and water corporation,liquid_fuel,3516,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,2763.0,1920.0,134490.0,72175.0,66118.0,15731.0,9706.8,63.0
POWER AND WATER CORPORATION,Imanpa (Mount Ebenezer),F,NT,2289.0,636.0,463.0,0.0,463.0,0.73,Off,Off-grid,Diesel,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,imanpa mount ebenezer,imanpa mount ebenezer,imanpa mount ebenezer,power and water corporation,liquid_fuel,3517,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,2763.0,1920.0,134490.0,72175.0,66118.0,15731.0,9706.8,63.0
POWER AND WATER CORPORATION,Kalkaringi (Wave Hill),F,NT,10928.0,3036.0,2100.0,0.0,2100.0,0.69,Off,Off-grid,Diesel,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,kalkaringi wave hill,kalkaringi wave hill,kalkaringi wave hill,power and water corporation,liquid_fuel,3518,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,2763.0,1920.0,134490.0,72175.0,66118.0,15731.0,9706.8,63.0
POWER AND WATER CORPORATION,Kaltukatjara (Docker River),F,NT,5289.0,1469.0,914.0,0.0,914.0,0.62,Off,Off-grid,Diesel,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,kaltukatjara docker river,kaltukatjara docker river,kaltukatjara docker river,power and water corporation,liquid_fuel,3519,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,2763.0,1920.0,134490.0,72175.0,66118.0,15731.0,9706.8,63.0
POWER AND WATER CORPORATION,Lajamanu (Hooker Creek),F,NT,12977.0,3605.0,2120.0,0.0,2120.0,0.59,Off,Off-grid,Diesel,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,lajamanu hooker creek,lajamanu hooker creek,lajamanu hooker creek,power and water corporation,liquid_fuel,3520,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,2763.0,1920.0,134490.0,72175.0,66118.0,15731.0,9706.8,63.0
POWER AND WATER CORPORATION,Laramba (Napperby),F,NT,3323.0,923.0,661.0,0.0,661.0,0.72,Off,Off-grid,Diesel,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,laramba napperby,laramba napperby,laramba napperby,power and water corporation,liquid_fuel,3521,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,2763.0,1920.0,134490.0,72175.0,66118.0,15731.0,9706.8,63.0
POWER AND WATER CORPORATION,Maningrida,F,NT,36925.0,10257.0,6013.0,0.0,6013.0,0.59,Off,Off-grid,Diesel,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,maningrida,maningrida,maningrida,power and water corporation,liquid_fuel,3522,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,2763.0,1920.0,134490.0,72175.0,66118.0,15731.0,9706.8,63.0
POWER AND WATER CORPORATION,Milikapiti (Snake Bay),F,NT,9103.0,2529.0,1942.0,0.0,1942.0,0.77,Off,Off-grid,Diesel,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,milikapiti snake bay,milikapiti snake bay,milikapiti snake bay,power and water corporation,liquid_fuel,3523,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,2763.0,1920.0,134490.0,72175.0,66118.0,15731.0,9706.8,63.0
POWER AND WATER CORPORATION,Milingimbi,F,NT,14822.0,4117.0,2542.0,0.0,2542.0,0.62,Off,Off-grid,Diesel,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,milingimbi,milingimbi,milingimbi,power and water corporation,liquid_fuel,3524,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,2763.0,1920.0,134490.0,72175.0,66118.0,15731.0,9706.8,63.0
POWER AND WATER CORPORATION,Milyakburra (Bickerton Island),F,NT,3296.0,916.0,561.0,0.0,561.0,0.61,Off,Off-grid,Diesel,-,2021-22,2021,2022,2022,nger_electricity_2021-22.csv,milyakburra bickerton island,milyakburra bickerton island,milyakburra bickerton island,power and water corporation,liquid_fuel,3525,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,2763.0,1920.0,134490.0,72175.0,66118.0,15731.0,9706.8,63.0
