accreditation_code,power_station_name,state,installed_capacity,postcode,fuel_source_s,accreditation_start_date,suspension_status,baseline_mwh,comment,accreditation_start_year,power_station_name_key,power_station_name_canonical,power_station_name_core,fuel_family,source_file
SRPVSAX2,Lai Industries - Solar w SGU - SA,SA,0.5445,5010,Solar,2024-10-16,Unsuspended,0,,2024,lai industries solar w sgu sa,lai industries,lai industries,solar,cer_historical_accredited_power_stations.csv
WD00SA02,Lake Bonney Wind Farm Stage 1,SA,80.5,5280,Wind,2004-07-24,Unsuspended,0,,2004,lake bonney wind farm stage 1,lake bonney wind farm stage 1,lake bonney stage 1,wind,cer_historical_accredited_power_stations.csv
WD00SA07,Lake Bonney Wind Farm Stage 2,SA,159.0,5280,Wind,2007-07-02,Unsuspended,0,,2007,lake bonney wind farm stage 2,lake bonney wind farm stage 2,lake bonney stage 2,wind,cer_historical_accredited_power_stations.csv
WD00SA12,Lake Bonney Wind Farm Stage 3 - SA,SA,39.0,5280,Wind,2010-05-28,Unsuspended,0,,2010,lake bonney wind farm stage 3 sa,lake bonney wind farm stage 3,lake bonney stage 3,wind,cer_historical_accredited_power_stations.csv
SRPVSAY3,Lambert Estate Wines Pty Ltd - Solar w SGU - SA,SA,0.2232,5353,Solar,2024-12-03,Unsuspended,0,,2024,lambert estate wines pty ltd solar w sgu sa,lambert estate wines,lambert estate wines,solar,cer_historical_accredited_power_stations.csv
SRPVSAS2,Laminate Fabrications - Solar w SGU - SA,SA,0.199,5013,Solar,2023-03-06,Unsuspended,0,,2023,laminate fabrications solar w sgu sa,laminate fabrications,laminate fabrications,solar,cer_historical_accredited_power_stations.csv
SRPVSAE7,Laser 3D - Solar - SA,SA,0.1753,5013,Solar,2019-09-23,Suspended,0,,2019,laser 3d solar sa,laser 3d,laser 3d,solar,cer_historical_accredited_power_stations.csv
SRPVSA02,Lavina June,SA,0.0014,5007,Solar,2001-10-25,Suspended,0,,2001,lavina june,lavina june,lavina june,solar,cer_historical_accredited_power_stations.csv
SRPVSAK2,Life Care - Gaynes Park S2 - Solar [w SGU] -SA,SA,0.1366,5070,Solar,2020-10-22,Unsuspended,0,,2020,life care gaynes park s2 solar w sgu sa,life care gaynes park s2,life care gaynes park s2,solar,cer_historical_accredited_power_stations.csv
SRPVSAY4,Lineage Edinburgh Park - Solar - SA,SA,0.864,5111,Solar,2024-10-31,Unsuspended,0,,2024,lineage edinburgh park solar sa,lineage edinburgh park,lineage edinburgh park,solar,cer_historical_accredited_power_stations.csv
SRPVSAY8,Linfox Regency Park - Solar w SGU - SA,SA,0.7002,5010,Solar,2024-12-17,Unsuspended,0,,2024,linfox regency park solar w sgu sa,linfox regency park,linfox regency park,solar,cer_historical_accredited_power_stations.csv
SRPXSA14,Lionsgate Business Park - Solar - SA,SA,1.0591,5112,Solar,2025-10-03,Unsuspended,0,,2025,lionsgate business park solar sa,lionsgate business park,lionsgate business park,solar,cer_historical_accredited_power_stations.csv
SRPVSA11,Living Choice Fullarton Solar,SA,0.1999,5063,Solar,2016-06-15,Unsuspended,0,,2016,living choice fullarton solar,living choice fullarton solar,living choice fullarton,solar,cer_historical_accredited_power_stations.csv
SRPVSAS8,Loveday Solar & BESS - Solar - SA,SA,2.0307,5345,Solar,2023-04-30,Unsuspended,0,,2023,loveday solar and bess solar sa,loveday solar and bess,loveday and bess,solar,cer_historical_accredited_power_stations.csv
SRPVSAU9,Loxton - Solar - SA,SA,0.198,5333,Solar,2023-10-26,Unsuspended,0,,2023,loxton solar sa,loxton,loxton,solar,cer_historical_accredited_power_stations.csv
SRPVSAM8,Lyell McEwin Hospital Solar PV SA,SA,0.765,5112,Solar,2021-04-12,Unsuspended,0,,2021,lyell mcewin hospital solar pv sa,lyell mcewin hospital solar pv,lyell mcewin hospital pv,solar,cer_historical_accredited_power_stations.csv
SRPVSAX8,MF Gallipoli Dr - Solar - SA,SA,1.0001,5010,Solar,2024-11-18,Unsuspended,0,,2024,mf gallipoli dr solar sa,mf gallipoli dr,mf gallipoli dr,solar,cer_historical_accredited_power_stations.csv
SRPVSAX5,MF Grand Jct Rd - Solar - SA,SA,0.2,5010,Solar,2024-10-30,Unsuspended,0,,2024,mf grand jct rd solar sa,mf grand jct rd,mf grand jct rd,solar,cer_historical_accredited_power_stations.csv
SRPVSA69,MMC Consulting Royal Park - Solar - SA,SA,0.1512,5014,Solar,2018-08-23,Unsuspended,0,,2018,mmc consulting royal park solar sa,mmc consulting royal park,mmc consulting royal park,solar,cer_historical_accredited_power_stations.csv
SRPVSAV5,Mannum 2 Solar Farm - Solar - SA,SA,39.2522,5238,Solar,2023-11-01,Unsuspended,0,,2023,mannum 2 solar farm solar sa,mannum 2 solar farm,mannum 2,solar,cer_historical_accredited_power_stations.csv
SRPVSAO6,Mannum Adelaide Pumping Station No 2 (MAPL2) - Solar - SA,SA,16.8538,5237,Solar,2021-09-28,Unsuspended,0,,2021,mannum adelaide pumping station no 2 mapl2 solar sa,mannum adelaide pumping station no 2 mapl2,mannum adelaide pumping no 2 mapl2,solar,cer_historical_accredited_power_stations.csv
SRPVSAT0,Mannum Adelaide Pumping Station No 3 (MAPL3) - Solar - SA,SA,16.2154,5237,Solar,2023-05-11,Unsuspended,0,,2023,mannum adelaide pumping station no 3 mapl3 solar sa,mannum adelaide pumping station no 3 mapl3,mannum adelaide pumping no 3 mapl3,solar,cer_historical_accredited_power_stations.csv
SRPVSAE9,Mannum Solar Farm - Solar - SA,SA,6.8607,5238,Solar,2019-10-14,Unsuspended,0,,2019,mannum solar farm solar sa,mannum solar farm,mannum,solar,cer_historical_accredited_power_stations.csv
SRPVSAW6,Mannum Solar and BESS - Solar - SA,SA,5.08,5238,Solar,2024-08-20,Unsuspended,0,,2024,mannum solar and bess solar sa,mannum solar and bess,mannum and bess,solar,cer_historical_accredited_power_stations.csv
SRPVSAQ7,Metcash Gepps Cross - Solar - SA,SA,1.0004,5094,Solar,2022-08-03,Unsuspended,0,,2022,metcash gepps cross solar sa,metcash gepps cross,metcash gepps cross,solar,cer_historical_accredited_power_stations.csv
SRPVSAX9,Midfield Trading Solar W SGU-SA,SA,0.6443,5010,Solar,2024-11-25,Unsuspended,0,,2024,midfield trading solar w sgu sa,midfield trading solar w sgu,midfield trading w sgu,solar,cer_historical_accredited_power_stations.csv
SRPVSAD1,Mobilong Solar Farm - Solar - SA,SA,6.5644,5253,Solar,2019-07-06,Unsuspended,0,,2019,mobilong solar farm solar sa,mobilong solar farm,mobilong,solar,cer_historical_accredited_power_stations.csv
SRPVSAB0,Moonta WWTP - Solar - SA,SA,0.1498,5558,Solar,2019-03-06,Unsuspended,0,,2019,moonta wwtp solar sa,moonta wwtp,moonta wwtp,solar,cer_historical_accredited_power_stations.csv
SRPVSAW5,Morgan Sawmill - Solar w SGU - SA,SA,0.1985,5491,Solar,2024-08-13,Unsuspended,0,,2024,morgan sawmill solar w sgu sa,morgan sawmill,morgan sawmill,solar,cer_historical_accredited_power_stations.csv
SRPVSAZ9,Morgan Sawmill Dublin - Solar - SA,SA,0.7052,5501,Solar,2025-05-12,Unsuspended,0,,2025,morgan sawmill dublin solar sa,morgan sawmill dublin,morgan sawmill dublin,solar,cer_historical_accredited_power_stations.csv
SRPVSAM4,Morgan to Whyalla Pump Station 1 and Water Filtration Plant Reserve (MO3348) - Solar - SA,SA,6.1286,5320,Solar,2021-03-17,Unsuspended,0,,2021,morgan to whyalla pump station 1 and water filtration plant reserve mo3348 solar sa,morgan to whyalla pump station 1 and water filtration plant reserve mo3348,morgan to whyalla pump 1 and water filtration reserve mo3348,solar,cer_historical_accredited_power_stations.csv
SRPVSAM5,Morgan to Whyalla Pump Station 2 (MO3350) - Solar - SA,SA,5.8733,5320,Solar,2021-03-17,Unsuspended,0,,2021,morgan to whyalla pump station 2 mo3350 solar sa,morgan to whyalla pump station 2 mo3350,morgan to whyalla pump 2 mo3350,solar,cer_historical_accredited_power_stations.csv
SRPVSAL6,Morgan to Whyalla Pump Station 3 (MO3352) - Solar - SA,SA,7.371,5381,Solar,2021-03-01,Unsuspended,0,,2021,morgan to whyalla pump station 3 mo3352 solar sa,morgan to whyalla pump station 3 mo3352,morgan to whyalla pump 3 mo3352,solar,cer_historical_accredited_power_stations.csv
SRPVSAM2,Morgan to Whyalla Pump Station 4 (MO3354) - Solar - SA,SA,5.8733,5381,Solar,2021-03-05,Unsuspended,0,,2021,morgan to whyalla pump station 4 mo3354 solar sa,morgan to whyalla pump station 4 mo3354,morgan to whyalla pump 4 mo3354,solar,cer_historical_accredited_power_stations.csv
SRPVSA04,Mount Barker Springs PV - SA,SA,0.0018,5251,Solar,2007-01-19,Unsuspended,0,,2007,mount barker springs pv sa,mount barker springs pv,mount barker springs pv,solar,cer_historical_accredited_power_stations.csv
SRPVSAZ2,Moyhall-Solar-SA,SA,8.2029,5271,Solar,2025-03-05,Unsuspended,0,,2025,moyhall solar sa,moyhall solar,moyhall,solar,cer_historical_accredited_power_stations.csv
BEBMSA01,Mt Gambier,SA,8.0,5290,Biomass,2005-01-01,Suspended,17281,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.,2005,mount gambier,mount gambier,mount gambier,bioenergy,cer_historical_accredited_power_stations.csv
SRPVSA90,Mt Gambier - Solar - SA,SA,0.629,5290,Solar,2018-12-13,Unsuspended,0,,2018,mount gambier solar sa,mount gambier,mount gambier,solar,cer_historical_accredited_power_stations.csv
WD00SA06,Mt Millar Wind Farm,SA,70.0,5602,Wind,2005-12-01,Unsuspended,0,,2005,mount millar wind farm,mount millar wind farm,mount millar,wind,cer_historical_accredited_power_stations.csv
SRPXSA03,Munno Para Foodland - Solar w SGU - SA,SA,1.1799,5114,Solar,2025-06-18,Unsuspended,0,,2025,munno para foodland solar w sgu sa,munno para foodland,munno para foodland,solar,cer_historical_accredited_power_stations.csv
SRPXSA08,Munno Para Shopping City - Solar w SGU - SA,SA,0.7614,5114,Solar,2025-08-12,Unsuspended,0,,2025,munno para shopping city solar w sgu sa,munno para shopping city,munno para shopping city,solar,cer_historical_accredited_power_stations.csv
SRPVSAQ1,Murray Bridge - Onkaparinga Pipeline Pump 2 (MU3322) - Solar - SA,SA,13.0234,5254,Solar,2022-06-01,Unsuspended,0,,2022,murray bridge onkaparinga pipeline pump 2 mu3322 solar sa,murray bridge onkaparinga pipeline pump 2 mu3322,murray bridge onkaparinga pipeline pump 2 mu3322,solar,cer_historical_accredited_power_stations.csv
SRPVSA91,Murray Bridge - Solar - SA,SA,0.9819,5253,Solar,2018-12-13,Unsuspended,0,,2018,murray bridge solar sa,murray bridge,murray bridge,solar,cer_historical_accredited_power_stations.csv
SRPVSAQ8,Murray Bridge 1 - Solar - SA,SA,5.3071,5254,Solar,2022-09-01,Unsuspended,0,,2022,murray bridge 1 solar sa,murray bridge 1,murray bridge 1,solar,cer_historical_accredited_power_stations.csv
SRPVSAO5,Myponga Depot (MYPONGA) - Solar - SA,SA,0.7934,5202,Solar,2021-09-03,Unsuspended,0,,2021,myponga depot myponga solar sa,myponga depot myponga,myponga depot myponga,solar,cer_historical_accredited_power_stations.csv
BEBGSA06,NAWMA - LFG - SOLAR - SA,SA,2.393,5114,Solar,2017-10-03,Unsuspended,0,Biomass is the primary fuel source. The total capacity is comprised of: 1.123 MW biomass and 1.27 MW solar.,2017,nawma lfg solar sa,nawma lfg,nawma lfg,solar,cer_historical_accredited_power_stations.csv
SRPVSA86,NBV Rowlands Flat - Solar SA,SA,0.1579,5352,Solar,2018-12-06,Unsuspended,0,,2018,nbv rowlands flat solar sa,nbv rowlands flat,nbv rowlands flat,solar,cer_historical_accredited_power_stations.csv
SRPVSAR5,NPS - Solar - SA,SA,5.632,5700,Solar,2022-12-16,Unsuspended,0,,2022,nps solar sa,nps,nps,solar,cer_historical_accredited_power_stations.csv
BEBGSA08,Naracoorte Cogeneration - Biogas - SA,SA,0.55,5271,Biomass,2022-05-11,Unsuspended,0,,2022,naracoorte cogeneration biogas sa,naracoorte cogeneration biogas,naracoorte cogeneration biogas,bioenergy,cer_historical_accredited_power_stations.csv
SRPVSAW9,Nicol Carrots Penfield - Solar - SA,SA,0.501,5121,Solar,2024-09-23,Unsuspended,0,,2024,nicol carrots penfield solar sa,nicol carrots penfield,nicol carrots penfield,solar,cer_historical_accredited_power_stations.csv
SRPVSAJ4,Nippys Moorook - Solar - SA,SA,0.4998,5332,Solar,2024-07-16,Unsuspended,0,,2024,nippys moorook solar sa,nippys moorook,nippys moorook,solar,cer_historical_accredited_power_stations.csv
SRPVSAZ8,Nippys Regency Park - Solar - SA,SA,0.2341,5010,Solar,2025-08-06,Unsuspended,0,,2025,nippys regency park solar sa,nippys regency park,nippys regency park,solar,cer_historical_accredited_power_stations.csv
WD00SA15,North Brown Hill Wind Farm - SA,SA,132.3,5491,Wind,2010-08-13,Unsuspended,0,,2010,north brown hill wind farm sa,north brown hill wind farm,north brown hill,wind,cer_historical_accredited_power_stations.csv
SRPVSAQ4,Oldham Road Elizabeth South - Solar w SGU - SA,SA,0.6275,5112,Solar,2022-07-18,Unsuspended,0,,2022,oldham road elizabeth south solar w sgu sa,oldham road elizabeth south,oldham road elizabeth south,solar,cer_historical_accredited_power_stations.csv
SRPVSAO0,Onkaparinga Hills Water Pump Station (TWPSONH137) - Solar - SA,SA,0.4104,5163,Solar,2021-07-21,Unsuspended,0,,2021,onkaparinga hills water pump station twpsonh137 solar sa,onkaparinga hills water pump station twpsonh137,onkaparinga hills water pump twpsonh137,solar,cer_historical_accredited_power_stations.csv
SRPVSAH5,Ovida Happy Valley Solar - SA,SA,0.1498,5159,Solar,2020-04-01,Unsuspended,0,,2020,ovida happy valley solar sa,ovida happy valley solar,ovida happy valley,solar,cer_historical_accredited_power_stations.csv
SRPVSAP9,PA Power Microgrid 1 Pty Ltd - Solar - SA,SA,1.1945,5950,Solar,2022-02-04,Unsuspended,0,,2022,pa power microgrid 1 pty ltd solar sa,pa power microgrid 1,pa microgrid 1,solar,cer_historical_accredited_power_stations.csv
SRWDSA02,PAREP 1 PTY LIMITED-WIND SOLAR- SA,SA,316.8818,5700,Wind,2022-04-19,Unsuspended,0,,2022,parep 1 pty limited wind solar sa,parep 1 wind solar,parep 1,wind,cer_historical_accredited_power_stations.csv
SRPVSA80,Parilla Premium Potatoes - Solar - SA,SA,0.9701,5303,Solar,2018-11-20,Unsuspended,0,,2018,parilla premium potatoes solar sa,parilla premium potatoes,parilla premium potatoes,solar,cer_historical_accredited_power_stations.csv
BEBGSA01,Pedler Creek LFG Power Plant,SA,3.0,5171,Biomass,2001-04-01,Suspended,0,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.,2001,pedler creek lfg power plant,pedler creek lfg power plant,pedler creek lfg,bioenergy,cer_historical_accredited_power_stations.csv
SRPVSA79,PepsiCo Regency Park - Solar - SA,SA,0.6508,5010,Solar,2018-11-09,Unsuspended,0,,2018,pepsico regency park solar sa,pepsico regency park,pepsico regency park,solar,cer_historical_accredited_power_stations.csv
SRPVSA09,Peter Lehmann Wines - Solar - SA,SA,0.125,5352,Solar,2015-02-18,Unsuspended,0,,2015,peter lehmann wines solar sa,peter lehmann wines,peter lehmann wines,solar,cer_historical_accredited_power_stations.csv
SRPVSA47,Peterborough Solar Farm - SA,SA,5.633,5422,Solar,2018-04-12,Unsuspended,0,,2018,peterborough solar farm sa,peterborough solar farm,peterborough,solar,cer_historical_accredited_power_stations.csv
SRPVSAS3,"Pfeiffer Rd, Woodside - Solar w SGU - SA",SA,0.298,5244,Solar,2023-04-20,Unsuspended,0,,2023,pfeiffer rd woodside solar w sgu sa,pfeiffer rd woodside,pfeiffer rd woodside,solar,cer_historical_accredited_power_stations.csv
SRPVSAS9,Philmac-Solar w SGU-SA,SA,0.505,5037,Solar,2023-05-29,Unsuspended,0,,2023,philmac solar w sgu sa,philmac solar w sgu,philmac w sgu,solar,cer_historical_accredited_power_stations.csv
SRPVSAZ4,Pikes Wines Pty Ltd - Solar w SGU - SA,SA,0.1999,5453,Solar,2025-04-01,Unsuspended,0,,2025,pikes wines pty ltd solar w sgu sa,pikes wines,pikes wines,solar,cer_historical_accredited_power_stations.csv
SRPVSAB8,Pirie Solar Farm - Solar - SA,SA,6.093,5540,Solar,2019-04-18,Unsuspended,0,,2019,pirie solar farm solar sa,pirie solar farm,pirie,solar,cer_historical_accredited_power_stations.csv
SRPVSAG0,Port Adelaide Plaza - Solar w SGU - SA,SA,0.9153,5015,Solar,2019-12-18,Unsuspended,0,,2019,port adelaide plaza solar w sgu sa,port adelaide plaza,port adelaide plaza,solar,cer_historical_accredited_power_stations.csv
SRPVSAG1,Port Bonython Solar Power Station - SA,SA,2.1204,5600,Solar,2019-12-11,Unsuspended,0,,2019,port bonython solar power station sa,port bonython solar power station,port bonython,solar,cer_historical_accredited_power_stations.csv
SRPVSAQ3,Poussin Poultry Pty Ltd - Solar w SGU - SA,SA,0.2302,5254,Solar,2022-06-21,Unsuspended,0,,2022,poussin poultry pty ltd solar w sgu sa,poussin poultry,poussin poultry,solar,cer_historical_accredited_power_stations.csv
SRPVSAW2,Prince Alfred College - Solar w SGU - SA,SA,0.2,5067,Solar,2024-07-22,Unsuspended,0,,2024,prince alfred college solar w sgu sa,prince alfred college,prince alfred college,solar,cer_historical_accredited_power_stations.csv
SRPVSAA4,ProTen SA Farm 5 - Solar - SA,SA,0.3113,5550,Solar,2019-02-22,Unsuspended,0,,2019,proten sa farm 5 solar sa,proten farm 5,proten 5,solar,cer_historical_accredited_power_stations.csv
SRPVSAA5,ProTen SA Farm 6 - Solar - SA,SA,0.264,5550,Solar,2019-02-22,Unsuspended,0,,2019,proten sa farm 6 solar sa,proten farm 6,proten 6,solar,cer_historical_accredited_power_stations.csv
SRPVSAO4,RED CREST 1 - SOLAR W SGU - SA,SA,0.149,5254,Solar,2021-09-01,Unsuspended,0,,2021,red crest 1 solar w sgu sa,red crest 1,red crest 1,solar,cer_historical_accredited_power_stations.csv
SRPVSAQ6,REDARC Electronics Solar w SGU- SA,SA,0.4293,5160,Solar,2024-11-08,Unsuspended,0,,2024,redarc electronics solar w sgu sa,redarc electronics solar w sgu,redarc electronics w sgu,solar,cer_historical_accredited_power_stations.csv
SRPVSAJ7,REDMALLEEPOULTRY-SOLAR-SA,SA,0.2293,5259,Solar,2020-08-20,Unsuspended,0,,2020,redmalleepoultry solar sa,redmalleepoultry solar,redmalleepoultry,solar,cer_historical_accredited_power_stations.csv
SRPVSAZ0,REMONDIS-Wingfield-Solar-w SGU-SA,SA,0.3969,5013,Solar,2025-01-11,Unsuspended,0,,2025,remondis wingfield solar w sgu sa,remondis wingfield solar w sgu,remondis wingfield w sgu,solar,cer_historical_accredited_power_stations.csv
SRPVSA14,Redmud Green Energy 1 - Solar - SA,SA,0.1872,5341,Solar,2016-10-18,Unsuspended,0,,2016,redmud green energy 1 solar sa,redmud green energy 1,redmud green 1,solar,cer_historical_accredited_power_stations.csv
SRPVSA29,Redmud Green Energy 10 - Solar - SA,SA,0.212,5341,Solar,2017-08-23,Unsuspended,0,,2017,redmud green energy 10 solar sa,redmud green energy 10,redmud green 10,solar,cer_historical_accredited_power_stations.csv
SRPVSA28,Redmud Green Energy 11 - Solar - SA,SA,0.212,5341,Solar,2017-08-04,Unsuspended,0,,2017,redmud green energy 11 solar sa,redmud green energy 11,redmud green 11,solar,cer_historical_accredited_power_stations.csv
SRPVSAO9,Redmud Green Energy 111 - Solar - SA,SA,0.2368,5333,Solar,2022-02-01,Unsuspended,0,,2022,redmud green energy 111 solar sa,redmud green energy 111,redmud green 111,solar,cer_historical_accredited_power_stations.csv
SRPVSA30,Redmud Green Energy 12 - Solar - SA,SA,0.212,5345,Solar,2017-08-22,Unsuspended,0,,2017,redmud green energy 12 solar sa,redmud green energy 12,redmud green 12,solar,cer_historical_accredited_power_stations.csv
SRPVSAO1,Redmud Green Energy 120 - Solar - SA,SA,4.6696,5550,Solar,2022-11-04,Unsuspended,0,,2022,redmud green energy 120 solar sa,redmud green energy 120,redmud green 120,solar,cer_historical_accredited_power_stations.csv
SRPVSAO2,Redmud Green Energy 122 - Solar - SA,SA,4.669,5271,Solar,2022-11-11,Unsuspended,0,,2022,redmud green energy 122 solar sa,redmud green energy 122,redmud green 122,solar,cer_historical_accredited_power_stations.csv
SRPVSAO3,Redmud Green Energy 123 - Solar - SA,SA,4.6696,5253,Solar,2022-10-28,Unsuspended,0,,2022,redmud green energy 123 solar sa,redmud green energy 123,redmud green 123,solar,cer_historical_accredited_power_stations.csv
SRPVSAU6,Redmud Green Energy 124 - Solar - SA,SA,0.6771,5341,Solar,2023-11-09,Unsuspended,0,,2023,redmud green energy 124 solar sa,redmud green energy 124,redmud green 124,solar,cer_historical_accredited_power_stations.csv
SRPVSAD0,Redmud Green Energy 12A - Solar - SA,SA,0.252,5341,Solar,2019-07-15,Unsuspended,0,,2019,redmud green energy 12a solar sa,redmud green energy 12a,redmud green 12a,solar,cer_historical_accredited_power_stations.csv
SRPVSA31,Redmud Green Energy 13 - Solar - SA,SA,0.212,5340,Solar,2017-09-08,Unsuspended,0,,2017,redmud green energy 13 solar sa,redmud green energy 13,redmud green 13,solar,cer_historical_accredited_power_stations.csv
SRPVSA32,Redmud Green Energy 14 - Solar - SA,SA,0.212,5333,Solar,2017-11-08,Unsuspended,0,,2017,redmud green energy 14 solar sa,redmud green energy 14,redmud green 14,solar,cer_historical_accredited_power_stations.csv
SRPVSA33,Redmud Green Energy 15 - Solar - SA,SA,0.212,5341,Solar,2017-12-12,Unsuspended,0,,2017,redmud green energy 15 solar sa,redmud green energy 15,redmud green 15,solar,cer_historical_accredited_power_stations.csv
SRPVSA35,Redmud Green Energy 16 - Solar - SA,SA,0.212,5333,Solar,2017-12-21,Unsuspended,0,,2017,redmud green energy 16 solar sa,redmud green energy 16,redmud green 16,solar,cer_historical_accredited_power_stations.csv
SRPVSA39,Redmud Green Energy 17 - Solar - SA,SA,0.212,5333,Solar,2018-02-21,Unsuspended,0,,2018,redmud green energy 17 solar sa,redmud green energy 17,redmud green 17,solar,cer_historical_accredited_power_stations.csv
SRPVSAV6,Redmud Green Energy 173 Pty Ltd - Solar - SA,SA,6.3568,5554,Solar,2023-12-04,Unsuspended,0,,2023,redmud green energy 173 pty ltd solar sa,redmud green energy 173,redmud green 173,solar,cer_historical_accredited_power_stations.csv
SRPVSA37,Redmud Green Energy 18 - Solar - SA,SA,0.53,5340,Solar,2018-02-14,Unsuspended,0,,2018,redmud green energy 18 solar sa,redmud green energy 18,redmud green 18,solar,cer_historical_accredited_power_stations.csv
SRPVSAY0,Redmud Green Energy 188 - Solar - SA,SA,6.8425,5700,Solar,2024-11-20,Unsuspended,0,,2024,redmud green energy 188 solar sa,redmud green energy 188,redmud green 188,solar,cer_historical_accredited_power_stations.csv
SRPVSAW0,Redmud Green Energy 192 Pty Ltd - Solar - SA,SA,6.3261,5254,Solar,2024-09-04,Unsuspended,0,,2024,redmud green energy 192 pty ltd solar sa,redmud green energy 192,redmud green 192,solar,cer_historical_accredited_power_stations.csv
SRPVSA17,Redmud Green Energy 2 - Solar - SA,SA,0.1872,5341,Solar,2016-12-12,Unsuspended,0,,2016,redmud green energy 2 solar sa,redmud green energy 2,redmud green 2,solar,cer_historical_accredited_power_stations.csv
SRPVSA40,Redmud Green Energy 20 - Solar - SA,SA,0.212,5340,Solar,2018-03-07,Unsuspended,0,,2018,redmud green energy 20 solar sa,redmud green energy 20,redmud green 20,solar,cer_historical_accredited_power_stations.csv
SRPVSA66,Redmud Green Energy 22 - Solar - SA,SA,0.216,5341,Solar,2018-08-02,Unsuspended,0,,2018,redmud green energy 22 solar sa,redmud green energy 22,redmud green 22,solar,cer_historical_accredited_power_stations.csv
SRPVSA93,Redmud Green Energy 24 - Solar - SA,SA,1.08,5343,Solar,2018-12-17,Unsuspended,0,,2018,redmud green energy 24 solar sa,redmud green energy 24,redmud green 24,solar,cer_historical_accredited_power_stations.csv
SRPVSA43,Redmud Green Energy 25 - Solar - SA,SA,0.212,5333,Solar,2018-03-28,Unsuspended,0,,2018,redmud green energy 25 solar sa,redmud green energy 25,redmud green 25,solar,cer_historical_accredited_power_stations.csv
SRPVSA44,Redmud Green Energy 26 - Solar - SA,SA,0.216,5333,Solar,2018-04-04,Unsuspended,0,,2018,redmud green energy 26 solar sa,redmud green energy 26,redmud green 26,solar,cer_historical_accredited_power_stations.csv
SRPVSA65,Redmud Green Energy 27 - Solar - SA,SA,0.216,5333,Solar,2018-07-25,Unsuspended,0,,2018,redmud green energy 27 solar sa,redmud green energy 27,redmud green 27,solar,cer_historical_accredited_power_stations.csv
SRPVSA53,Redmud Green Energy 28 - Solar - SA,SA,0.216,5357,Solar,2018-05-10,Unsuspended,0,,2018,redmud green energy 28 solar sa,redmud green energy 28,redmud green 28,solar,cer_historical_accredited_power_stations.csv
SRPVSA41,Redmud Green Energy 29 - Solar - SA,SA,0.162,5010,Solar,2018-03-22,Unsuspended,0,,2018,redmud green energy 29 solar sa,redmud green energy 29,redmud green 29,solar,cer_historical_accredited_power_stations.csv
SRPVSA18,Redmud Green Energy 3 - Solar - SA,SA,0.1872,5322,Solar,2016-12-05,Unsuspended,0,,2016,redmud green energy 3 solar sa,redmud green energy 3,redmud green 3,solar,cer_historical_accredited_power_stations.csv
SRPVSA45,Redmud Green Energy 31 - Solar - SA,SA,0.216,5321,Solar,2018-04-09,Unsuspended,0,,2018,redmud green energy 31 solar sa,redmud green energy 31,redmud green 31,solar,cer_historical_accredited_power_stations.csv
SRPVSA55,Redmud Green Energy 32 - Solar - SA,SA,0.216,5341,Solar,2018-05-22,Unsuspended,0,,2018,redmud green energy 32 solar sa,redmud green energy 32,redmud green 32,solar,cer_historical_accredited_power_stations.csv
SRPVSA54,Redmud Green Energy 33 - Solar - SA,SA,0.211,5341,Solar,2018-05-15,Unsuspended,0,,2018,redmud green energy 33 solar sa,redmud green energy 33,redmud green 33,solar,cer_historical_accredited_power_stations.csv
SRPVSA56,Redmud Green Energy 34 - Solar - SA,SA,0.216,5340,Solar,2018-05-09,Unsuspended,0,,2018,redmud green energy 34 solar sa,redmud green energy 34,redmud green 34,solar,cer_historical_accredited_power_stations.csv
SRPVSA57,Redmud Green Energy 35 - Solar - SA,SA,0.216,5332,Solar,2018-05-09,Unsuspended,0,,2018,redmud green energy 35 solar sa,redmud green energy 35,redmud green 35,solar,cer_historical_accredited_power_stations.csv
SRPVSA73,Redmud Green Energy 36 - Solar - SA,SA,0.216,5631,Solar,2018-09-25,Unsuspended,0,,2018,redmud green energy 36 solar sa,redmud green energy 36,redmud green 36,solar,cer_historical_accredited_power_stations.csv
SRPVSA64,Redmud Green Energy 37 - Solar - SA,SA,0.216,5340,Solar,2018-07-17,Unsuspended,0,,2018,redmud green energy 37 solar sa,redmud green energy 37,redmud green 37,solar,cer_historical_accredited_power_stations.csv
SRPVSA72,Redmud Green Energy 38 - Solar - SA,SA,0.216,5340,Solar,2018-09-25,Unsuspended,0,,2018,redmud green energy 38 solar sa,redmud green energy 38,redmud green 38,solar,cer_historical_accredited_power_stations.csv
SRPVSA83,Redmud Green Energy 39 - Solar - SA,SA,0.216,5333,Solar,2018-12-03,Unsuspended,0,,2018,redmud green energy 39 solar sa,redmud green energy 39,redmud green 39,solar,cer_historical_accredited_power_stations.csv
SRPVSA19,Redmud Green Energy 4 - Solar - SA,SA,0.6,5343,Solar,2017-01-18,Unsuspended,0,,2017,redmud green energy 4 solar sa,redmud green energy 4,redmud green 4,solar,cer_historical_accredited_power_stations.csv
